10	0.553	1.174	4.100	-0.000
20	0.562	1.175	4.225	0.414
30	0.560	1.179	4.225	0.514
40	0.558	1.180	4.225	0.519
50	0.561	1.180	4.125	0.633
60	0.561	1.184	4.125	0.686
70	0.559	1.177	4.150	0.685
80	0.558	1.181	4.150	0.731
90	0.554	1.179	4.150	0.828
100	0.554	1.182	4.150	0.819
110	0.556	1.179	4.150	0.836
120	0.562	1.175	4.150	0.915
130	0.560	1.175	4.150	0.945
140	0.557	1.173	4.150	0.973
150	0.554	1.174	4.150	0.966
160	0.560	1.176	4.150	1.037
170	0.559	1.178	4.150	1.074
180	0.561	1.180	4.150	1.110
190	0.559	1.181	4.150	1.131
200	0.559	1.172	4.150	1.144
210	0.558	1.175	4.150	1.167
220	0.556	1.171	4.150	1.192
230	0.555	1.170	4.150	1.203
240	0.557	1.169	4.150	1.227
250	0.558	1.175	4.150	1.258
260	0.559	1.186	4.150	1.287
270	0.561	1.174	4.150	1.310
280	0.560	1.178	4.150	1.327
290	0.560	1.171	4.150	1.322
300	0.560	1.180	4.150	1.328
310	0.558	1.172	4.150	1.331
320	0.557	1.172	4.150	1.333
330	0.561	1.178	4.150	1.338
340	0.558	1.173	4.150	1.343
350	0.559	1.176	4.150	1.344
360	0.555	1.184	4.150	1.337
370	0.560	1.172	4.150	1.337
380	0.561	1.172	4.150	1.336
390	0.557	1.170	4.150	1.330
400	0.560	1.177	4.150	1.321
410	0.562	1.171	4.150	1.334
420	0.558	1.172	4.150	1.340
430	0.558	1.176	4.150	1.348
440	0.563	1.177	4.150	1.351
450	0.559	1.175	4.150	1.354
460	0.557	1.173	4.225	1.360
470	0.559	1.177	4.225	1.353
480	0.557	1.174	4.225	1.358
490	0.554	1.176	4.225	1.358
500	0.559	1.185	4.150	1.368
510	0.561	1.176	4.225	1.377
520	0.558	1.183	4.225	1.373
530	0.557	1.178	4.150	1.377
540	0.557	1.172	4.225	1.384
550	0.557	1.177	4.150	1.390
560	0.562	1.179	4.150	1.397
570	0.559	1.180	4.150	1.413
580	0.552	1.179	4.150	1.417
590	0.555	1.177	4.225	1.427
600	0.556	1.186	4.200	1.439
610	0.556	1.184	4.200	1.452
620	0.554	1.181	4.200	1.464
630	0.553	1.178	4.225	1.475
640	0.555	1.174	4.225	1.483
650	0.558	1.178	4.225	1.490
660	0.558	1.183	4.225	1.497
670	0.558	1.185	4.225	1.498
680	0.558	1.177	4.225	1.500
690	0.555	1.174	4.225	1.505
700	0.556	1.186	4.225	1.505
710	0.558	1.178	4.225	1.513
720	0.560	1.178	4.225	1.523
730	0.557	1.175	4.225	1.534
740	0.557	1.181	4.225	1.540
750	0.557	1.186	4.150	1.544
760	0.559	1.183	4.150	1.549
770	0.556	1.182	4.150	1.548
780	0.555	1.181	4.150	1.542
790	0.554	1.168	4.150	1.539
800	0.559	1.174	4.150	1.540
810	0.557	1.178	4.150	1.540
820	0.560	1.174	4.150	1.540
830	0.557	1.171	4.150	1.541
840	0.556	1.171	4.150	1.540
850	0.560	1.180	4.150	1.544
860	0.556	1.173	4.150	1.547
870	0.557	1.172	4.150	1.554
880	0.557	1.177	4.150	1.561
890	0.562	1.183	4.150	1.566
900	0.559	1.183	4.150	1.574
910	0.555	1.182	4.175	1.573
920	0.556	1.181	4.150	1.580
930	0.558	1.181	4.150	1.584
940	0.561	1.174	4.150	1.588
950	0.559	1.175	4.150	1.600
960	0.559	1.176	4.150	1.606
970	0.557	1.182	4.150	1.610
980	0.561	1.171	4.175	1.617
990	0.556	1.176	4.175	1.623
1000	0.555	1.178	4.175	1.622
1010	0.560	1.177	4.175	1.625
1020	0.553	1.182	4.175	1.629
1030	0.559	1.183	4.175	1.633
1040	0.559	1.181	4.175	1.636
1050	0.557	1.181	4.175	1.639
1060	0.561	1.186	4.175	1.645
1070	0.559	1.181	4.175	1.643
1080	0.556	1.180	4.175	1.640
1090	0.558	1.177	4.175	1.648
1100	0.555	1.179	4.175	1.661
1110	0.560	1.181	4.175	1.664
1120	0.558	1.180	4.175	1.666
1130	0.561	1.182	4.175	1.670
1140	0.562	1.186	4.175	1.668
1150	0.562	1.184	4.175	1.673
1160	0.560	1.184	4.175	1.679
1170	0.562	1.183	4.175	1.691
1180	0.564	1.180	4.175	1.704
1190	0.557	1.187	4.175	1.714
1200	0.558	1.193	4.175	1.725
1210	0.556	1.183	4.175	1.731
1220	0.561	1.175	4.175	1.734
1230	0.562	1.180	4.175	1.737
1240	0.555	1.173	4.175	1.738
1250	0.556	1.171	4.175	1.735
1260	0.556	1.180	4.175	1.736
1270	0.558	1.173	4.175	1.738
1280	0.557	1.169	4.175	1.744
1290	0.558	1.178	4.175	1.747
1300	0.562	1.178	4.175	1.752
1310	0.563	1.177	4.175	1.758
1320	0.566	1.184	4.175	1.762
1330	0.562	1.172	4.175	1.767
1340	0.563	1.175	4.175	1.772
1350	0.559	1.176	4.175	1.772
1360	0.559	1.176	4.175	1.780
1370	0.558	1.172	4.175	1.787
1380	0.555	1.181	4.175	1.791
1390	0.559	1.182	4.175	1.798
1400	0.558	1.180	4.175	1.805
1410	0.558	1.180	4.175	1.811
1420	0.558	1.176	4.175	1.818
